Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
27,Male,PhD,Married,20949.603941162928,602.0,23367.0502351609,Business,Self-employed,16,Fair,0.45791552833068255,66095.81277833035,0.0,Synthetic,Synthetic,Synthetic,5.0,2,High
63,Non-binary,Master's,Divorced,54865.34759013585,611.0,33262.304295576374,Home,Self-employed,13,Poor,0.4949549828913765,36249.786578521416,2.0,Synthetic,Synthetic,Synthetic,3.0,0,High
31,Male,PhD,Divorced,22387.0,625.0,47351.0,Personal,Employed,7,Good,0.5843143907247721,293724.0,4.0,North Christopher,CT,Suriname,0.0,1,Low
60,Non-binary,PhD,Widowed,48672.0,724.0,26889.0,Home,Unemployed,16,Excellent,0.2107614464187967,64304.0,3.0,Goodmanshire,KY,Azerbaijan,0.0,0,High
48,Male,Master's,Single,50956.0,665.0,42987.0,Home,Employed,11,Fair,0.4697825163247272,297747.0,2.0,Wilsonland,IA,Georgia,4.0,0,High
22,Non-binary,PhD,Single,61156.165523701806,638.0,96671.66510201225,Business,Unemployed,7,Fair,0.4811473167042101,81671.44675752585,4.0,Synthetic,Synthetic,Synthetic,5.0,1,High
30,Non-binary,Bachelor's,Widowed,29012.0,650.0,33957.0,Home,Unemployed,11,Good,0.5371108675059677,213222.0,2.0,Donnaberg,PR,Oman,0.0,2,Low
37,Female,High School,Married,62325.0,612.0,37309.0,Personal,Unemployed,15,Excellent,0.2527539418817274,91470.0,0.0,South Patrickborough,IN,Serbia,4.0,2,Low
34,Male,PhD,Widowed,107858.0,783.0,31738.0,Auto,Unemployed,3,Fair,0.4320174957340369,68139.0,2.0,South Alyssamouth,NE,Mexico,2.0,1,Medium
60,Non-binary,High School,Divorced,61249.0,704.0,15114.0,Business,Employed,1,Excellent,0.3737347492137102,207834.0,3.0,North John,WI,Marshall Islands,1.0,2,Low
51,Non-binary,Master's,Married,48417.085119895695,643.0,64063.10944911321,Personal,Self-employed,24,Fair,0.698035195668471,3213.190091531948,1.0,Synthetic,Synthetic,Synthetic,4.0,0,High
34,Non-binary,High School,Married,85470.0,723.0,23521.0,Business,Self-employed,1,Fair,0.4152057766492577,296896.0,3.0,Roachmouth,WY,Cuba,4.0,2,Low
39,Non-binary,High School,Widowed,43849.0,606.0,42329.0,Home,Employed,11,Fair,0.2422649966957536,80095.0,4.0,East Elizabeth,KY,Gambia,2.0,0,Medium
63,Male,Bachelor's,Widowed,106661.0,743.0,38204.0,Home,Employed,10,Poor,0.1643877229771414,238519.0,3.0,Lake Denise,DC,Vietnam,2.0,0,Low
25,Female,PhD,Divorced,49190.08892984454,629.0,89816.66666837875,Home,Employed,25,Poor,0.5743738321759121,72184.26112819955,0.0,Synthetic,Synthetic,Synthetic,4.0,2,High
64,Male,Bachelor's,Widowed,60334.10876014358,580.0,49163.643048682876,Home,Employed,0,Poor,0.5006602661004064,37125.82456777942,4.0,Synthetic,Synthetic,Synthetic,3.0,1,High
49,Female,High School,Married,33219.15661451698,585.0,57520.33022022203,Auto,Unemployed,33,Poor,0.6836958851683368,97824.78398308698,4.0,Synthetic,Synthetic,Synthetic,2.0,2,High
35,Non-binary,Master's,Single,95902.0,710.0,7215.0,Home,Self-employed,3,Excellent,0.2108259214346584,247412.0,3.0,New Jeremyland,VA,Micronesia,4.0,2,Medium
50,Female,Bachelor's,Divorced,78513.0,774.0,46355.0,Personal,Employed,4,Good,0.2522782079230768,273548.0,0.0,Jennifershire,VT,Mauritius,2.0,0,Low
37,Non-binary,PhD,Divorced,75123.63788813536,592.0,111225.21558680577,Auto,Employed,24,Fair,0.6661516235981595,61326.715830033885,1.0,Synthetic,Synthetic,Synthetic,2.0,1,High
27,Female,Master's,Single,107989.50750751853,654.0,49139.5430448742,Home,Employed,13,Fair,0.38568351903200604,85325.33532425475,0.0,Synthetic,Synthetic,Synthetic,2.0,0,Medium
69,Non-binary,PhD,Widowed,33225.0,718.0,32087.0,Auto,Employed,19,Excellent,0.5545425589616433,90749.0,1.0,Paynefort,LA,Mongolia,2.0,1,Medium
19,Non-binary,Bachelor's,Married,71534.0,786.0,19705.0,Business,Unemployed,10,Poor,0.2565669679546855,107324.0,3.0,New Christine,KY,Christmas Island,2.0,1,Low
48,Non-binary,PhD,Married,46408.0,632.0,48403.0,Personal,Unemployed,16,Excellent,0.1853253064176966,93647.0,3.0,South Jason,KS,Guyana,1.0,0,Low
38,Non-binary,Master's,Widowed,110875.0,724.0,15581.0,Home,Unemployed,15,Fair,0.392752877674372,65138.0,0.0,North James,TN,Iran,4.0,0,Low
38,Non-binary,High School,Widowed,28605.576035374594,641.0,17157.001798897156,Business,Unemployed,6,Fair,0.49347400950228104,11330.180648785137,3.0,Synthetic,Synthetic,Synthetic,3.0,2,High
19,Non-binary,Master's,Widowed,31170.0,729.0,18632.0,Auto,Unemployed,14,Fair,0.5906766250245086,221662.0,4.0,Williamsview,IA,Saint Lucia,0.0,1,Low
36,Non-binary,Bachelor's,Single,73678.0,718.0,11063.0,Personal,Employed,15,Poor,0.4733665369194586,119912.0,2.0,Kristafurt,FM,Germany,3.0,1,Low
69,Male,Bachelor's,Single,38982.0,768.0,45039.0,Home,Employed,3,Good,0.1946225368853949,279361.0,2.0,Robinsonmouth,MA,Malaysia,1.0,2,High
30,Female,PhD,Married,70880.69286730039,688.0,35030.631672456526,Personal,Unemployed,6,Fair,0.22613053139751493,71411.89903276088,0.0,Synthetic,Synthetic,Synthetic,1.0,2,Medium
25,Female,High School,Widowed,74986.72453918541,835.0,25295.372715753914,Home,Self-employed,22,Good,0.10395571015419423,163448.18211608936,2.0,Synthetic,Synthetic,Synthetic,0.0,2,Low
43,Male,Bachelor's,Widowed,30002.0,614.0,36736.0,Home,Self-employed,16,Poor,0.4319405298319203,146180.0,3.0,Lake Jillport,FM,Isle of Man,1.0,0,Low
36,Female,Master's,Single,81510.45594004165,670.0,97311.25064363243,Business,Employed,1,Good,0.29668165666406054,108962.89591761577,5.0,Synthetic,Synthetic,Synthetic,0.0,2,Medium
30,Female,PhD,Married,41255.64728062505,580.0,40854.10720671118,Personal,Self-employed,25,Poor,0.6425129129651711,27005.229229836703,2.0,Synthetic,Synthetic,Synthetic,4.0,0,High
38,Male,Bachelor's,Divorced,66479.0,747.0,31154.0,Home,Unemployed,5,Good,0.3834941517112764,233374.0,3.0,Griffinport,PA,Christmas Island,2.0,0,Medium
54,Non-binary,PhD,Married,69431.0,768.0,32861.0,Home,Employed,13,Excellent,0.4606610565107373,28037.0,2.0,New Christopherstad,VT,Niger,0.0,1,Low
53,Female,Master's,Divorced,35428.0,606.0,47023.0,Auto,Unemployed,0,Good,0.3395664871884811,174200.0,4.0,East Shaneberg,MN,India,4.0,2,Medium
39,Male,High School,Single,87806.0,622.0,13438.0,Business,Unemployed,15,Poor,0.1368282193489819,250655.0,3.0,Bernardfort,IL,Luxembourg,3.0,0,Medium
51,Female,High School,Divorced,36802.0,649.0,27546.0,Personal,Unemployed,18,Good,0.5380925913023967,127908.0,2.0,East Michael,NC,United States of America,2.0,0,Medium
30,Non-binary,Bachelor's,Widowed,97222.0,691.0,7418.0,Business,Employed,2,Fair,0.4603023919119144,53441.0,3.0,Shelleyton,CT,Singapore,1.0,0,Medium
39,Non-binary,Master's,Widowed,107667.0,698.0,28304.0,Home,Unemployed,11,Poor,0.389589873690196,224597.0,1.0,Jenniferstad,NE,Austria,1.0,1,Low
62,Non-binary,PhD,Married,71726.0,658.0,27097.0,Business,Unemployed,12,Excellent,0.5549950483883958,123775.0,0.0,New Alexanderport,KS,Pitcairn Islands,1.0,2,Low
20,Female,High School,Divorced,35644.94364541304,591.0,59291.08903966757,Business,Employed,12,Poor,0.5621110457464656,90931.54527222944,2.0,Synthetic,Synthetic,Synthetic,3.0,2,High
60,Non-binary,Bachelor's,Divorced,56994.0,722.0,21401.0,Home,Unemployed,10,Poor,0.197242088,101348.0,4.0,Brettshire,NJ,Georgia,3.0,0,Medium
46,Male,Bachelor's,Divorced,34096.0,650.0,9706.0,Auto,Self-employed,6,Poor,0.4458267206092086,84564.0,4.0,Port Amyton,FL,Iraq,2.0,1,High
40,Female,Bachelor's,Widowed,106388.0,737.0,9556.0,Auto,Self-employed,18,Excellent,0.5559970756725245,210330.0,1.0,Davidmouth,IN,Turks and Caicos Islands,1.0,0,Low
39,Non-binary,Bachelor's,Married,74453.0,668.0,11576.0,Auto,Unemployed,10,Fair,0.3975849556658962,45056.0,3.0,Jessicamouth,NH,Monaco,1.0,1,Low
29,Male,PhD,Widowed,95449.0,720.0,33414.0,Business,Unemployed,17,Excellent,0.4061112512205346,160191.0,2.0,Port Cathyfort,AL,Dominica,4.0,2,Medium
21,Non-binary,Master's,Widowed,46224.49248809912,647.0,84839.52936365455,Personal,Employed,13,Poor,0.5045778820405346,21756.906266255803,5.0,Synthetic,Synthetic,Synthetic,5.0,1,High
41,Male,High School,Single,75619.0,624.0,37158.0,Auto,Self-employed,5,Fair,0.3638766477005163,160349.0,2.0,Kathleenchester,AR,Gabon,2.0,2,Low
40,Non-binary,PhD,Widowed,32039.0,697.0,17736.0,Auto,Unemployed,19,Excellent,0.3125495657155324,261013.0,2.0,North Ryan,CA,Isle of Man,2.0,1,Medium
34,Male,Bachelor's,Widowed,43398.0,747.0,46646.0,Business,Employed,4,Excellent,0.5969443236649007,210408.0,0.0,Lake Ricardoview,RI,Montenegro,2.0,1,Low
50,Non-binary,Bachelor's,Single,72268.0,612.0,20641.0,Personal,Unemployed,5,Excellent,0.2862915776572388,132905.0,3.0,South Robertside,UT,Bahamas,1.0,2,Low
34,Female,PhD,Widowed,20238.0,602.0,41409.0,Business,Self-employed,15,Fair,0.1935699403528322,281938.0,2.0,Colemouth,HI,San Marino,1.0,1,Low
56,Female,High School,Widowed,78465.0,714.0,29437.0,Auto,Unemployed,2,Excellent,0.4705357748890861,261230.0,3.0,Port Spencerton,VI,Denmark,2.0,1,Low
63,Female,Master's,Widowed,23603.6110891469,610.0,38710.39020701109,Auto,Self-employed,8,Poor,0.6257348976182165,36533.12470701734,2.0,Synthetic,Synthetic,Synthetic,3.0,2,High
39,Female,Bachelor's,Widowed,43694.0,765.0,43086.0,Business,Self-employed,2,Excellent,0.463116733,75996.0,1.0,Kevintown,VI,Burkina Faso,1.0,2,Low
50,Non-binary,Master's,Single,75951.0,629.0,41460.0,Business,Self-employed,4,Fair,0.5313371543902263,157444.0,4.0,East Markstad,MS,Holy See (Vatican City State),4.0,2,Medium
63,Male,High School,Married,33403.0,627.0,36664.0,Personal,Employed,2,Poor,0.2065818086325902,24674.0,3.0,Harrisonside,PA,Afghanistan,3.0,0,Medium
26,Non-binary,Master's,Widowed,42463.0,616.0,47130.0,Home,Unemployed,1,Good,0.1845016086184796,268675.0,4.0,Erinberg,DE,Bulgaria,0.0,1,Low
29,Non-binary,High School,Divorced,70344.0,648.0,43604.0,Business,Self-employed,13,Good,0.5262975243316134,299042.0,1.0,South Mariaborough,HI,Montenegro,0.0,1,Medium
58,Non-binary,Bachelor's,Married,60533.0,672.0,21961.0,Home,Employed,4,Poor,0.2936854311464436,214730.0,4.0,Ochoatown,OK,Saudi Arabia,4.0,2,Low
53,Female,High School,Single,38615.0,726.0,49396.0,Personal,Employed,6,Poor,0.4001764405287911,129150.0,3.0,Lake Nicholas,ID,Burundi,3.0,0,Low
31,Male,PhD,Married,62190.033291317566,590.0,76818.18667005838,Business,Employed,11,Fair,0.4457717635215664,24739.814226842536,1.0,Synthetic,Synthetic,Synthetic,5.0,2,High
59,Male,Bachelor's,Divorced,43296.26474012898,648.0,61439.10846467393,Home,Employed,30,Poor,0.6184900922056205,36063.84703151544,4.0,Synthetic,Synthetic,Synthetic,2.0,1,High
22,Male,PhD,Single,65652.00137765729,614.0,91344.48995531572,Personal,Employed,2,Poor,0.6397129579434204,98576.95864512831,0.0,Synthetic,Synthetic,Synthetic,5.0,0,High
67,Female,Bachelor's,Widowed,111951.0,748.0,9291.0,Home,Unemployed,0,Poor,0.2345986565086249,252588.0,4.0,New Martinview,NH,Korea,1.0,2,Low
54,Male,High School,Single,39504.0,689.0,10062.0,Home,Employed,13,Good,0.5740878075412508,37110.0,4.0,South Reginachester,NV,Andorra,4.0,2,Low
54,Female,High School,Married,27771.0,713.0,13476.0,Business,Self-employed,0,Good,0.3627917314028314,95825.0,1.0,Beckville,NC,Mozambique,2.0,1,Low
61,Female,PhD,Divorced,58990.65938853556,589.0,68655.3575742652,Auto,Employed,35,Fair,0.5347558727751889,95972.2776557599,3.0,Synthetic,Synthetic,Synthetic,3.0,0,High
22,Non-binary,PhD,Single,67576.0,643.0,39467.0,Auto,Unemployed,5,Fair,0.543288746,22932.0,1.0,Marthaport,WA,Belize,1.0,1,High
27,Non-binary,High School,Widowed,32920.0,733.0,46199.0,Business,Self-employed,18,Good,0.4970519730176,65204.0,1.0,Leechester,CO,Svalbard & Jan Mayen Islands,1.0,1,Low
30,Female,PhD,Married,54750.0,672.0,25570.0,Personal,Employed,2,Good,0.2598512831826854,22180.0,0.0,Ashleyside,WI,Netherlands,1.0,0,Medium
56,Male,PhD,Divorced,32124.30591274068,605.0,56814.21115448831,Home,Unemployed,14,Fair,0.5908660848242214,88013.7917714192,4.0,Synthetic,Synthetic,Synthetic,3.0,0,High
40,Non-binary,Bachelor's,Single,58368.0,735.0,32968.0,Business,Employed,12,Excellent,0.2579722991481133,228140.0,2.0,East Marilyn,MI,Saint Barthelemy,4.0,2,Medium
66,Female,Master's,Widowed,47584.0,667.0,7343.0,Personal,Self-employed,9,Poor,0.264632251187851,149867.0,3.0,East Curtiston,AL,Kuwait,4.0,1,Low
49,Male,Bachelor's,Married,42933.94631314504,694.0,62041.38369115154,Business,Employed,36,Fair,0.3031027650426775,214677.40104489628,5.0,Synthetic,Synthetic,Synthetic,1.0,1,Medium
57,Male,High School,Married,114817.0,620.0,36310.0,Auto,Self-employed,2,Poor,0.2531595077362965,281540.0,2.0,Lake Peggyburgh,CT,Syrian Arab Republic,3.0,2,Low
27,Non-binary,Master's,Widowed,51212.0,775.0,10044.0,Business,Unemployed,8,Excellent,0.5758815862654308,94067.0,2.0,North Cameronmouth,AS,Ethiopia,0.0,2,Medium
33,Female,High School,Divorced,98679.43742311554,652.0,89056.41772511303,Home,Unemployed,33,Good,0.2112832002394378,93524.28820977957,3.0,Synthetic,Synthetic,Synthetic,1.0,2,Medium
59,Male,High School,Divorced,75262.0,623.0,29532.0,Auto,Employed,5,Fair,0.573015622,25643.0,2.0,West Nathan,VI,Cote d'Ivoire,3.0,2,Low
21,Female,High School,Single,42838.0,661.0,21169.0,Auto,Self-employed,11,Fair,0.1257804930888223,285658.0,4.0,East Maryhaven,FL,Palestinian Territory,3.0,0,Low
58,Male,Master's,Divorced,42836.0,636.0,23615.0,Home,Unemployed,6,Good,0.4509198397972388,247672.0,3.0,Timothyfurt,ID,British Indian Ocean Territory (Chagos Archipelago),4.0,0,Low
43,Non-binary,Bachelor's,Divorced,71991.8758091215,681.0,85384.66490254778,Personal,Self-employed,3,Fair,0.3489979637369265,57726.47763539236,4.0,Synthetic,Synthetic,Synthetic,2.0,0,Medium
39,Female,Bachelor's,Married,58715.342647054706,626.0,80021.6135369083,Business,Unemployed,32,Fair,0.5682004075731137,97298.48677162097,4.0,Synthetic,Synthetic,Synthetic,5.0,0,High
69,Female,PhD,Divorced,35164.0,773.0,39238.0,Auto,Unemployed,12,Poor,0.46984122976892,219447.0,2.0,West Jay,MN,Sudan,1.0,2,Medium
28,Male,High School,Widowed,53109.529319968475,628.0,55705.36970675466,Auto,Employed,19,Poor,0.49093251867145193,61093.953832630454,2.0,Synthetic,Synthetic,Synthetic,5.0,0,High
37,Male,Bachelor's,Divorced,100606.34321313212,758.0,27850.9700997644,Business,Employed,23,Excellent,0.16667183721068943,389060.24080597225,4.0,Synthetic,Synthetic,Synthetic,0.0,2,Low
64,Non-binary,Bachelor's,Divorced,94525.0,650.0,20138.0,Auto,Unemployed,14,Fair,0.4923424817972959,55796.0,1.0,South Erica,MI,Dominica,2.0,0,Medium
32,Non-binary,PhD,Single,80840.0,633.0,45030.0,Personal,Self-employed,10,Fair,0.4273688214835174,105556.0,0.0,Lake Bryanton,MP,Norfolk Island,3.0,1,Low
37,Male,PhD,Single,60671.43222560248,587.0,96226.91231004195,Business,Self-employed,19,Poor,0.46336795126126534,83090.25346740839,1.0,Synthetic,Synthetic,Synthetic,2.0,1,High
37,Female,Master's,Divorced,25310.0,777.0,6158.0,Home,Employed,7,Poor,0.1199538565523508,257352.0,1.0,Davidville,AS,Uruguay,0.0,0,Low
67,Female,High School,Married,38300.0,716.0,29966.0,Auto,Unemployed,5,Excellent,0.188154229714542,264088.0,0.0,Lake Jasonside,RI,Sudan,4.0,1,Low
60,Non-binary,High School,Married,99833.0,736.0,23543.0,Auto,Employed,4,Good,0.1233759865686559,173426.0,4.0,Lake Terrihaven,NC,Cameroon,3.0,0,Medium
47,Non-binary,Master's,Married,106506.0,687.0,32767.0,Business,Unemployed,2,Excellent,0.2303484542686145,200321.0,2.0,Chapmanborough,NC,Congo,3.0,2,High
54,Female,Master's,Widowed,67664.0,625.0,29235.0,Home,Unemployed,0,Good,0.3999229835687357,227018.0,2.0,New Jessica,DC,Morocco,2.0,0,Low
28,Female,Master's,Widowed,63832.0,789.0,38679.0,Business,Employed,17,Poor,0.5510493402034945,283074.0,3.0,Reneemouth,IL,Congo,2.0,2,Low
19,Non-binary,Master's,Widowed,31255.364018125896,585.0,40344.89101216689,Personal,Employed,13,Fair,0.4207531925825146,36917.47835499689,5.0,Synthetic,Synthetic,Synthetic,2.0,0,High
67,Non-binary,Master's,Single,45785.0,786.0,17758.0,Business,Unemployed,6,Fair,0.1608640956184736,266620.0,3.0,Velasquezside,NE,Australia,2.0,2,Medium
63,Female,Bachelor's,Widowed,85930.0,745.0,42463.0,Home,Self-employed,16,Good,0.5186131650392225,138092.0,4.0,Richardside,CO,Reunion,1.0,1,Low
33,Non-binary,Master's,Widowed,42249.41711960742,605.0,46001.46240038933,Business,Self-employed,12,Poor,0.42942582625720416,66568.49155607107,2.0,Synthetic,Synthetic,Synthetic,3.0,1,High
33,Male,Master's,Married,49865.0,781.0,11438.0,Personal,Self-employed,17,Fair,0.3857595473572689,34750.0,0.0,Jasonmouth,NJ,Guinea,0.0,1,Medium
34,Female,High School,Married,64434.00155865577,647.0,37829.64098668174,Business,Self-employed,30,Poor,0.6452887256067585,89794.29271281204,4.0,Synthetic,Synthetic,Synthetic,5.0,0,High
30,Non-binary,High School,Single,106544.0,769.0,44185.0,Business,Unemployed,18,Good,0.5522422680763838,83460.0,4.0,Melvinchester,MT,Monaco,3.0,0,Low
21,Female,High School,Married,26678.0,749.0,6915.0,Personal,Self-employed,8,Good,0.3870834631890067,150721.0,1.0,Davidborough,CT,New Caledonia,4.0,2,Low
61,Non-binary,Bachelor's,Single,32042.86472762607,630.0,25155.94199363594,Personal,Unemployed,33,Fair,0.6329705578127639,23501.39467805027,3.0,Synthetic,Synthetic,Synthetic,2.0,1,High
25,Female,Master's,Single,67062.8126461636,594.0,65706.77410799978,Auto,Employed,5,Fair,0.4836374943706723,53786.843600715176,4.0,Synthetic,Synthetic,Synthetic,4.0,0,High
60,Female,PhD,Married,65489.0,755.0,29809.0,Business,Unemployed,14,Poor,0.3335071549288044,55438.0,2.0,East Krystalbury,SC,Uruguay,1.0,2,Low
25,Female,High School,Single,79919.0,641.0,39321.0,Business,Employed,2,Good,0.4328931117193837,175204.0,4.0,Lopezmouth,NV,Bouvet Island (Bouvetoya),2.0,0,Low
51,Male,Bachelor's,Widowed,99566.0,776.0,24904.0,Personal,Self-employed,13,Good,0.5554094784110375,278838.0,0.0,Amandaville,MT,Dominican Republic,0.0,0,Low
37,Female,High School,Married,136914.52679550654,831.0,35586.931107058,Business,Unemployed,8,Good,0.14341997349295726,384773.59680986044,1.0,Synthetic,Synthetic,Synthetic,0.0,1,Low
62,Female,Bachelor's,Married,122503.88040219215,736.0,52900.18557431872,Personal,Self-employed,28,Excellent,0.18155961410642846,199393.91624652836,5.0,Synthetic,Synthetic,Synthetic,0.0,2,Low
57,Non-binary,PhD,Widowed,74121.93781395865,619.0,137447.6278883458,Home,Unemployed,33,Poor,0.5731219340197458,4914.295281288939,0.0,Synthetic,Synthetic,Synthetic,4.0,0,High
47,Non-binary,Bachelor's,Widowed,88225.0,698.0,5308.0,Personal,Unemployed,4,Poor,0.4823637267505591,299886.0,0.0,Nicolebury,NH,Jordan,3.0,1,Low
35,Female,High School,Divorced,30691.0,634.0,44656.0,Auto,Unemployed,3,Poor,0.3317822176209845,279006.0,1.0,Matthewborough,NE,Ecuador,3.0,0,Low
30,Female,Bachelor's,Married,52314.0,677.0,41477.0,Auto,Self-employed,3,Good,0.484204124715433,139461.0,2.0,Brittanyburgh,AZ,Aruba,1.0,2,Medium
27,Male,PhD,Married,100880.0,704.0,16656.0,Auto,Unemployed,13,Good,0.1501363467077661,121449.0,0.0,South Jonathanhaven,DE,Micronesia,3.0,1,Low
58,Male,Bachelor's,Married,110302.0,660.0,9502.0,Personal,Self-employed,1,Fair,0.3200891652707556,220298.0,4.0,Lake Jeffrey,IA,Saint Pierre and Miquelon,1.0,1,Medium
32,Female,Bachelor's,Single,85231.0,745.0,47991.0,Personal,Employed,17,Fair,0.1374692609753051,240946.0,4.0,New Danielstad,RI,Saint Pierre and Miquelon,2.0,2,Low
29,Non-binary,High School,Widowed,105895.0,616.0,7067.0,Business,Self-employed,5,Poor,0.4808499724329802,56302.0,3.0,Tiffanytown,RI,Slovenia,1.0,2,Low
58,Female,PhD,Divorced,102598.0,692.0,44194.0,Home,Self-employed,14,Fair,0.5542085315336639,195574.0,0.0,North Adrienne,ME,Norfolk Island,1.0,1,Low
30,Non-binary,PhD,Married,80709.0,712.0,44992.0,Business,Employed,17,Poor,0.3114355976697591,182425.0,4.0,Lake Ginaberg,OH,Thailand,4.0,0,Low
50,Female,Bachelor's,Divorced,84105.0,733.0,12593.0,Business,Unemployed,18,Excellent,0.5619101724255767,94079.0,0.0,North Jacqueline,SD,Palestinian Territory,4.0,2,High
33,Non-binary,High School,Single,44996.0,738.0,5442.0,Business,Self-employed,16,Poor,0.4330154324429998,44497.0,3.0,East Jasminside,NV,Mexico,2.0,1,Low
37,Non-binary,Master's,Married,104131.0,684.0,38706.0,Personal,Self-employed,2,Poor,0.410793010672274,262570.0,1.0,East Dustinton,DC,Tajikistan,2.0,0,Low
53,Female,Bachelor's,Widowed,48432.0,724.0,25236.0,Home,Employed,19,Good,0.3560137678056863,137318.0,2.0,Careystad,VI,Netherlands,0.0,2,Low
49,Male,High School,Divorced,116204.0,601.0,36592.0,Personal,Employed,19,Good,0.3616807147078883,204610.0,3.0,Phelpsberg,GU,Martinique,4.0,2,Low
25,Non-binary,Bachelor's,Divorced,69330.0,619.0,11277.0,Personal,Self-employed,1,Excellent,0.5499839262482564,201522.0,3.0,East Melissa,MT,Svalbard & Jan Mayen Islands,2.0,0,Low
32,Male,Master's,Married,102049.0,684.0,27081.0,Personal,Unemployed,15,Good,0.5980615799119611,199353.0,4.0,West Stephen,CO,Tuvalu,0.0,1,Medium
50,Non-binary,High School,Single,23539.40816616254,591.0,20143.465959921297,Auto,Unemployed,14,Fair,0.42949907189028613,88033.0884197203,3.0,Synthetic,Synthetic,Synthetic,3.0,1,High
20,Non-binary,Bachelor's,Married,51087.46352857842,620.0,72528.68821702778,Home,Employed,12,Poor,0.420088077118837,74539.9437974978,3.0,Synthetic,Synthetic,Synthetic,3.0,0,High
33,Male,PhD,Married,68106.0,637.0,23809.0,Home,Unemployed,12,Fair,0.1655254368385244,55548.0,3.0,Mendozastad,AS,Isle of Man,4.0,0,Medium
62,Male,Master's,Widowed,98101.0,606.0,22766.0,Personal,Unemployed,19,Good,0.4484689819135266,265628.0,2.0,North Luisborough,MH,Greece,1.0,1,Low
63,Non-binary,PhD,Divorced,85264.0,741.0,34481.0,Auto,Self-employed,7,Fair,0.512157885,149913.0,2.0,Jacksonland,CT,Gambia,0.0,0,Medium
52,Male,Master's,Widowed,22631.0,758.0,28013.0,Auto,Self-employed,12,Excellent,0.3017441835022627,271868.0,2.0,North Edward,MD,Vietnam,1.0,1,Low
55,Female,High School,Divorced,71342.0,628.0,14899.0,Home,Employed,3,Poor,0.5700836595326886,127499.0,3.0,Port Theresaside,FM,North Macedonia,4.0,2,Medium
35,Female,Master's,Single,95033.0,734.0,16206.0,Personal,Unemployed,18,Fair,0.2969482571552332,200482.0,1.0,East Franciston,TN,Zambia,0.0,0,Low
59,Non-binary,High School,Divorced,187577.86574898422,809.0,73405.4304951039,Personal,Employed,37,Excellent,0.06570441390779568,131582.1696574647,3.0,Synthetic,Synthetic,Synthetic,0.0,1,Low
20,Female,High School,Widowed,60682.0,622.0,20907.0,Home,Employed,6,Good,0.3124622910213779,216240.0,1.0,Jamesburgh,VT,Korea,1.0,1,Medium
56,Female,PhD,Widowed,63835.0,739.0,6294.0,Personal,Unemployed,11,Fair,0.1864218174944912,289269.0,4.0,Riosview,UT,Ireland,4.0,0,Low
19,Non-binary,Master's,Divorced,27509.0,695.0,41472.0,Personal,Unemployed,12,Excellent,0.244280494112323,202553.0,4.0,Georgeton,AS,Guinea,1.0,2,Medium
45,Non-binary,Master's,Widowed,66435.0,761.0,31704.0,Auto,Self-employed,16,Poor,0.2649129795041558,142200.0,4.0,Scottborough,UT,Germany,4.0,2,High
33,Non-binary,Master's,Widowed,95993.0,694.0,43565.0,Auto,Employed,19,Excellent,0.2375161556843615,31344.0,3.0,West Ashleybury,WI,Bouvet Island (Bouvetoya),1.0,0,Medium
66,Female,High School,Single,69383.0,755.0,6977.0,Business,Self-employed,10,Excellent,0.3226786510700621,103451.0,1.0,Smithland,NJ,Tunisia,0.0,1,Medium
68,Female,Bachelor's,Widowed,47738.0,695.0,17151.0,Home,Employed,11,Good,0.1866456741502232,256095.0,4.0,Richardhaven,OR,Saint Lucia,1.0,1,Low
57,Female,PhD,Married,70998.0,672.0,22871.0,Personal,Self-employed,1,Excellent,0.2352564401406197,195231.0,2.0,Stokesmouth,KS,Zambia,2.0,2,Low
57,Non-binary,Bachelor's,Single,72371.44741083728,645.0,124589.85004895457,Personal,Unemployed,8,Poor,0.49717363539321113,19350.82464355169,1.0,Synthetic,Synthetic,Synthetic,3.0,1,High
55,Non-binary,High School,Single,54370.0,718.0,36999.0,Auto,Self-employed,4,Poor,0.455229095,257822.0,2.0,Beanhaven,WV,Jordan,4.0,1,Low
67,Non-binary,High School,Married,44716.65997401104,620.0,26897.17854915397,Personal,Unemployed,20,Poor,0.43262746562227355,71430.56157620865,0.0,Synthetic,Synthetic,Synthetic,2.0,0,High
30,Female,PhD,Married,84042.0,640.0,49808.0,Auto,Self-employed,1,Fair,0.1173117789676956,62599.0,4.0,Waynebury,FL,Luxembourg,2.0,1,Low
24,Female,Master's,Divorced,25702.0,727.0,21109.0,Home,Self-employed,2,Poor,0.3959538958478154,282425.0,3.0,South Sharonberg,ID,Liechtenstein,4.0,1,Medium
54,Non-binary,High School,Single,76427.00686310421,599.0,71001.18576839348,Auto,Employed,14,Fair,0.5023404097166053,53614.42413104504,1.0,Synthetic,Synthetic,Synthetic,2.0,0,High
28,Non-binary,PhD,Divorced,113812.0,746.0,30454.0,Business,Employed,12,Poor,0.3740316882771963,129584.0,1.0,West Dannystad,NH,Netherlands Antilles,4.0,1,Low
28,Female,Master's,Married,76995.0,639.0,24502.0,Personal,Self-employed,5,Poor,0.591995026,192965.0,2.0,Robertmouth,NM,Luxembourg,0.0,0,Medium
